school_level,district,peer_index,overall_score,environment_score,performance_score,progress_score,additional_credit,num_test_takers,sat_critical_reading_mean,sat_mathematics_mean,sat_writing_mean,sat_flag
Middle,27,2.77,36.3,4.5,6.9,23.4,1.5,,,,,0
K-8,27,30.63,60.2,9.4,11.4,33.6,5.8,,,,,0
Elementary,27,64.09,37.0,8.4,5.3,22.0,1.3,,,,,0
Elementary,27,51.8,89.6,14.1,20.7,51.3,3.5,,,,,0
Middle,27,3.07,27.0,8.6,2.9,15.5,0.0,,,,,0
Middle,27,2.86,18.5,8.9,4.7,4.9,0.0,,,,,0
Middle,27,4.0,77.1,9.0,22.0,46.1,0.0,,,,,0
K-8,27,56.3,39.6,13.6,11.9,14.1,0.0,,,,,0
Middle,28,2.31,35.3,6.2,6.8,21.0,1.3,,,,,0
Elementary,28,53.29,25.0,5.3,0.0,19.7,0.0,,,,,0
Elementary,28,58.43,25.5,4.7,1.6,19.2,0.0,,,,,0
Elementary,28,53.84,22.3,3.7,0.2,18.4,0.0,,,,,0
Elementary,28,54.97,45.1,1.5,9.7,31.9,2.0,,,,,0
Elementary,28,46.28,33.9,7.3,1.9,22.7,2.0,,,,,0
Elementary,28,39.48,34.5,5.2,0.7,26.3,2.3,,,,,0
Middle,28,2.74,42.0,5.2,7.4,27.9,1.5,,,,,0
Elementary,28,56.76,31.0,7.2,4.2,18.8,0.8,,,,,0
Elementary,28,53.27,57.8,9.1,11.0,32.2,5.5,,,,,0
Elementary,28,48.22,41.2,4.4,3.8,33.0,0.0,,,,,0
Elementary,28,38.66,68.8,7.7,11.5,41.6,8.0,,,,,0
Elementary,28,14.66,46.3,6.3,9.1,29.9,1.0,,,,,0
Elementary,28,38.31,44.3,6.3,6.3,27.9,3.8,,,,,0
Elementary,28,40.19,67.4,7.5,11.9,41.7,6.3,,,,,0
Elementary,28,27.27,40.1,6.7,6.8,24.1,2.5,,,,,0
Elementary,28,55.74,36.8,4.6,2.0,28.7,1.5,,,,,0
Elementary,28,19.51,56.0,7.0,6.0,39.0,4.0,,,,,0
Middle,28,2.99,67.7,6.5,12.5,40.4,8.3,,,,,0
Elementary,28,57.13,43.9,4.6,5.0,31.5,2.8,,,,,0
Elementary,28,38.18,71.8,8.9,10.6,40.5,11.8,,,,,0
Elementary,28,23.31,52.4,3.8,3.9,38.2,6.5,,,,,0
Elementary,28,29.73,69.6,7.2,12.7,43.4,6.3,,,,,0
Middle,28,3.18,39.6,3.0,11.2,21.9,3.5,,,,,0
Elementary,28,13.79,80.7,9.8,17.4,52.0,1.5,,,,,0
Elementary,28,43.18,33.7,1.2,4.7,24.8,3.0,,,,,0
Middle,28,2.86,57.8,5.0,9.6,36.2,7.0,,,,,0
Elementary,28,36.37,61.9,6.9,3.2,45.0,6.8,,,,,0
Middle,28,3.29,47.9,10.0,8.9,26.2,2.8,,,,,0
Middle,28,3.0,36.3,4.6,9.6,18.6,3.5,,,,,0
Elementary,29,53.23,31.2,8.1,3.3,17.0,2.8,,,,,0
Elementary,29,36.88,15.0,9.8,4.0,0.2,1.0,,,,,0
Elementary,29,59.68,54.5,9.0,12.7,27.3,5.5,,,,,0
Elementary,29,45.15,12.3,0.0,3.0,9.3,0.0,,,,,0
Elementary,29,52.43,25.4,6.5,1.1,15.0,2.8,,,,,0
Elementary,29,49.84,13.2,4.7,1.1,7.4,0.0,,,,,0
Elementary,29,54.74,52.8,12.2,4.1,34.2,2.3,,,,,0
Elementary,29,55.77,64.4,5.2,7.3,44.1,7.8,,,,,0
Middle,29,2.76,27.6,2.8,6.4,17.9,0.5,,,,,0
Elementary,29,44.57,52.7,4.2,6.6,38.9,3.0,,,,,0
Middle,29,2.93,42.2,4.5,7.1,27.6,3.0,,,,,0
K-8,29,55.23,21.1,5.4,1.8,12.4,1.5,,,,,0
Elementary,29,56.18,5.1,1.6,2.5,0.0,1.0,,,,,0
Elementary,29,36.48,41.9,10.0,10.5,20.1,1.3,,,,,0
Elementary,29,49.25,36.5,7.6,7.5,19.1,2.3,,,,,0
Elementary,29,57.38,57.4,7.6,4.1,41.2,4.5,,,,,0
Elementary,29,44.08,37.1,6.5,5.3,24.5,0.8,,,,,0
Elementary,29,52.88,41.3,5.4,0.6,32.3,3.0,,,,,0
K-8,29,54.01,29.9,1.9,4.1,23.4,0.5,,,,,0
K-8,29,48.63,18.0,5.4,0.0,12.6,0.0,,,,,0
K-8,29,48.35,30.0,3.6,1.9,23.0,1.5,,,,,0
Elementary,29,55.38,36.1,11.3,11.1,13.7,0.0,,,,,0
Elementary,29,53.11,16.6,3.3,0.0,11.0,2.3,,,,,0
Middle,29,2.56,44.5,12.9,5.9,23.7,2.0,,,,,0
Elementary,29,56.72,24.4,9.2,3.5,10.4,1.3,,,,,0
K-8,29,40.43,42.8,9.4,9.4,22.5,1.5,,,,,0
Middle,29,2.55,28.7,8.0,4.9,15.8,0.0,,,,,0
Middle,29,2.92,42.1,7.6,6.2,27.3,1.0,,,,,0
K-8,29,46.09,51.4,7.6,7.9,31.6,4.3,,,,,0
K-8,29,48.66,31.1,9.1,9.1,12.4,0.5,,,,,0
K-8,29,40.79,56.0,8.6,10.6,34.0,2.8,,,,,0
Elementary,30,38.18,58.9,8.3,7.4,37.4,5.8,,,,,0
Middle,30,2.95,59.1,8.1,9.6,34.9,6.5,,,,,0
Elementary,30,39.72,50.4,8.5,9.5,29.1,3.3,,,,,0
Elementary,30,50.33,23.1,6.0,0.7,13.4,3.0,,,,,0
Elementary,30,36.22,63.3,8.6,11.6,38.6,4.5,,,,,0
Elementary,30,38.9,38.9,5.3,7.0,24.1,2.5,,,,,0
Elementary,30,59.68,68.2,5.9,8.3,42.5,11.5,,,,,0
Elementary,30,37.45,42.2,10.3,8.6,22.3,1.0,,,,,0
K-8,30,41.65,38.0,8.3,5.9,21.8,2.0,,,,,0
Elementary,30,38.05,40.2,8.3,6.9,24.2,0.8,,,,,0
Elementary,30,66.53,64.8,12.8,8.0,38.0,6.0,,,,,0
K-8,30,60.14,19.4,7.7,1.7,9.2,0.8,,,,,0
Elementary,30,53.85,44.9,5.3,5.3,30.5,3.8,,,,,0
K-8,30,29.83,80.0,7.4,17.3,51.3,4.0,,,,,0
Middle,30,2.43,41.4,6.4,5.9,27.1,2.0,,,,,0
K-8,30,58.66,46.8,2.9,7.4,31.7,4.8,,,,,0
Middle,30,3.05,77.9,9.5,12.2,43.9,12.3,,,,,0
Middle,30,2.93,51.9,10.1,7.0,31.8,3.0,,,,,0
Elementary,30,54.26,42.2,8.8,6.5,26.1,0.8,,,,,0
Elementary,30,57.58,52.9,10.0,12.5,30.4,0.0,,,,,0
Elementary,30,41.36,42.5,7.2,10.8,23.7,0.8,,,,,0
Elementary,30,52.44,35.3,3.8,2.0,28.7,0.8,,,,,0
Elementary,30,42.76,61.2,7.5,9.0,40.2,4.5,,,,,0
Elementary,30,48.46,51.2,9.3,9.7,30.2,2.0,,,,,0
Elementary,30,53.97,25.4,6.8,3.7,14.9,0.0,,,,,0
Middle,30,2.65,65.2,7.0,9.9,38.5,9.8,,,,,0
Elementary,30,51.86,46.9,10.2,9.7,25.7,1.3,,,,,0
Middle,30,3.22,69.6,8.0,13.2,35.9,12.5,,,,,0
Middle,30,3.01,65.7,7.4,11.0,37.8,9.5,,,,,0
Elementary,30,43.3,67.3,11.0,12.2,36.6,7.5,,,,,0
Middle,30,2.58,74.6,15.0,1.9,54.7,3.0,,,,,0
Middle,30,3.32,66.3,12.9,12.1,39.0,2.3,,,,,0
Elementary,31,16.76,56.0,9.1,8.1,34.3,4.5,,,,,0
Middle,31,2.75,36.2,5.0,9.5,19.7,2.0,,,,,0
Elementary,31,12.69,39.6,5.5,0.0,30.3,3.8,,,,,0
Elementary,31,20.31,23.5,4.5,0.0,16.0,3.0,,,,,0
Elementary,31,9.85,34.6,11.0,8.6,15.0,0.0,,,,,0
Elementary,31,17.3,31.7,8.2,2.6,17.9,3.0,,,,,0
Middle,31,3.22,56.6,6.4,13.9,29.3,7.0,,,,,0
Elementary,31,22.21,77.3,10.6,12.1,46.1,8.5,,,,,0
Elementary,31,41.72,46.3,7.7,0.0,31.8,6.8,,,,,0
Elementary,31,43.71,40.1,7.3,6.1,23.2,3.5,,,,,0
Elementary,31,60.13,17.1,1.9,0.0,13.7,1.5,,,,,0
Elementary,31,60.48,32.8,4.5,0.0,26.0,2.3,,,,,0
Elementary,31,63.37,42.6,6.6,6.0,29.5,0.5,,,,,0
Elementary,31,52.86,50.2,8.6,6.1,32.5,3.0,,,,,0
Elementary,31,63.76,21.3,12.0,4.9,4.4,0.0,,,,,0
Elementary,31,55.61,58.5,10.3,5.6,39.6,3.0,,,,,0
Elementary,31,47.18,48.9,4.5,8.5,34.6,1.3,,,,,0
Elementary,31,17.64,40.9,8.3,8.3,22.0,2.3,,,,,0
Middle,31,3.17,37.6,6.2,11.2,16.7,3.5,,,,,0
Elementary,31,35.42,21.0,3.9,1.8,14.5,0.8,,,,,0
Middle,31,2.75,37.7,6.4,8.8,22.0,0.5,,,,,0
Elementary,31,22.46,35.3,12.2,6.3,15.8,1.0,,,,,0
Elementary,31,21.51,30.0,4.7,4.3,20.2,0.8,,,,,0
Elementary,31,58.05,48.6,7.1,5.1,33.1,3.3,,,,,0
Elementary,31,14.69,48.6,4.9,3.8,33.4,6.5,,,,,0
Middle,31,3.13,62.6,9.4,13.6,31.1,8.5,,,,,0
Elementary,31,24.18,37.8,8.5,5.6,23.7,0.0,,,,,0
Elementary,31,12.59,24.5,4.4,0.0,18.3,1.8,,,,,0
Elementary,31,35.23,49.6,5.9,8.1,31.1,4.5,,,,,0
Elementary,31,29.95,25.6,8.5,5.1,11.2,0.8,,,,,0
Elementary,31,29.98,12.6,4.5,4.2,2.9,1.0,,,,,0
Elementary,31,16.03,30.5,9.8,6.1,11.6,3.0,,,,,0
Elementary,31,61.46,36.2,5.6,0.1,27.5,3.0,,,,,0
Elementary,31,36.76,11.6,3.8,0.9,6.9,0.0,,,,,0
Elementary,31,39.81,21.4,10.3,2.3,5.5,3.3,,,,,0
High School,31,2.91,78.7,10.0,19.5,46.2,3.0,,,,,0
Elementary,31,20.18,49.8,9.0,16.4,22.4,2.0,,,,,0
Middle,31,2.42,44.8,5.6,6.3,29.6,3.3,,,,,0
Elementary,31,16.19,41.6,5.4,3.0,31.9,1.3,,,,,0
Middle,31,2.68,43.9,4.8,7.1,29.0,3.0,,,,,0
Elementary,31,25.56,30.3,1.1,2.9,24.0,2.3,,,,,0
Elementary,31,15.84,48.5,9.5,4.0,29.5,5.5,,,,,0
Elementary,31,27.96,18.0,8.7,7.1,1.2,1.0,,,,,0
Elementary,31,13.15,5.7,3.7,0.0,0.0,2.0,,,,,0
Elementary,31,16.09,20.4,2.0,5.1,10.8,2.5,,,,,0
Elementary,31,61.98,63.1,5.8,3.9,43.4,10.0,,,,,0
Elementary,31,28.92,38.6,8.5,6.8,20.8,2.5,,,,,0
Elementary,31,31.21,39.4,7.6,3.7,26.3,1.8,,,,,0
Middle,31,2.72,31.5,3.9,7.4,19.7,0.5,,,,,0
Middle,31,2.97,61.1,12.4,13.1,29.8,5.8,,,,,0
Elementary,31,23.34,31.0,10.5,0.3,17.4,2.8,,,,,0
Middle,31,2.78,56.8,6.6,11.8,35.6,2.8,,,,,0
Middle,31,3.19,47.1,7.8,10.4,24.4,4.5,,,,,0
Elementary,32,59.75,64.9,8.2,8.5,40.7,7.5,,,,,0
Elementary,32,58.17,33.0,7.4,8.6,14.0,3.0,,,,,0
Elementary,32,64.97,37.5,12.0,8.2,16.8,0.5,,,,,0
Elementary,32,65.03,46.2,6.7,7.6,26.9,5.0,,,,,0
Elementary,32,65.12,64.4,7.3,8.1,43.0,6.0,,,,,0
Elementary,32,64.11,33.1,8.7,8.0,16.4,0.0,,,,,0
Elementary,32,63.73,53.7,7.9,6.5,35.0,4.3,,,,,0
Elementary,32,63.84,34.2,9.3,5.3,19.6,0.0,,,,,0
Middle,32,2.61,37.4,3.7,4.8,27.6,1.3,,,,,0
Elementary,32,63.41,58.6,7.5,6.3,38.5,6.3,,,,,0
Middle,32,2.55,35.2,5.5,3.7,22.7,3.3,,,,,0
Middle,32,2.67,16.2,3.7,1.8,10.7,0.0,,,,,0
Elementary,32,60.0,55.0,4.1,4.9,41.5,4.5,,,,,0
Middle,32,2.62,40.5,6.1,6.8,27.6,0.0,,,,,0
Middle,32,2.64,35.6,7.3,6.0,22.3,0.0,,,,,0
Elementary,32,64.02,48.8,11.2,9.1,25.5,3.0,,,,,0
K-8,32,62.08,41.7,4.7,7.0,29.2,0.8,,,,,0
Middle,32,3.65,30.1,4.2,3.6,20.0,2.3,,,,,0
K-8,32,59.7,62.1,12.2,8.6,36.3,5.0,,,,,0
High School,32,2.12,56.3,13.0,3.6,38.2,1.5,,,,,0
Middle,84,2.96,84.9,14.2,17.8,45.6,7.3,,,,,0
K-8,84,51.13,38.5,10.0,10.3,17.7,0.5,,,,,0
Middle,84,2.84,33.2,9.3,7.8,16.1,0.0,,,,,0
Elementary,84,53.06,34.5,15.0,10.9,8.6,0.0,,,,,0
K-8,84,53.91,13.0,4.5,1.4,3.8,3.3,,,,,0
K-8,84,38.92,23.1,11.8,5.8,5.5,0.0,,,,,0
High School,84,2.61,43.7,9.2,10.9,23.6,0.0,,,,,0
Middle,84,2.88,38.3,7.4,8.2,20.2,2.5,,,,,0
Elementary,84,48.0,44.4,11.9,14.6,17.9,0.0,,,,,0
Elementary,84,28.16,17.6,10.8,2.5,3.5,0.8,,,,,0
K-8,84,50.22,43.8,11.4,9.0,22.6,0.8,,,,,0
Elementary,84,47.15,40.6,11.8,16.6,12.2,0.0,,,,,0
Middle,84,3.08,69.1,13.4,14.6,38.1,3.0,,,,,0
Middle,84,3.02,69.3,15.0,13.0,39.8,1.5,,,,,0
Elementary,84,50.37,24.8,9.1,3.6,12.1,0.0,,,,,0
Elementary,84,50.3,41.4,9.3,10.2,21.9,0.0,,,,,0
K-8,84,50.71,37.3,7.3,5.0,24.5,0.5,,,,,0
K-8,84,50.43,47.9,10.8,9.4,25.9,1.8,,,,,0
K-8,84,57.34,80.2,9.3,16.5,47.4,7.0,,,,,0
Middle,84,1.55,30.9,8.6,1.1,21.2,0.0,,,,,0
K-8,84,54.6,41.2,8.8,8.2,22.2,2.0,,,,,0
Elementary,84,49.52,46.9,9.3,11.3,26.3,0.0,,,,,0
Elementary,84,55.19,19.1,7.2,6.9,5.0,0.0,,,,,0
Elementary,84,40.28,27.3,10.2,10.7,6.4,0.0,,,,,0
Middle,84,3.13,69.2,15.0,13.7,35.7,4.8,,,,,0
Middle,84,2.73,80.4,14.2,17.5,39.9,8.8,,,,,0
Elementary,84,52.81,35.9,10.7,14.6,10.6,0.0,,,,,0
Middle,84,2.71,88.9,14.3,13.5,55.8,5.3,,,,,0
Elementary,84,52.09,68.4,12.3,21.9,34.2,0.0,,,,,0
High School,84,2.53,76.8,12.1,19.3,36.4,9.0,,,,,0
Middle,84,2.8,30.5,9.7,5.0,15.8,0.0,,,,,0
K-8,84,46.27,0.1,0.0,0.0,0.1,0.0,,,,,0
Middle,84,2.55,45.3,8.3,7.5,27.7,1.8,,,,,0
Elementary,84,54.23,11.2,2.7,7.9,0.6,0.0,,,,,0
K-8,84,44.0,34.0,10.1,8.7,13.7,1.5,,,,,0
Elementary,84,53.47,38.8,8.2,10.4,18.7,1.5,,,,,0
High School,84,1.88,70.0,8.7,8.0,50.3,3.0,,,,,0
Elementary,84,55.49,10.2,6.4,0.0,3.8,0.0,,,,,0
Middle,84,3.01,49.2,12.8,9.4,25.2,1.8,,,,,0
Middle,84,2.75,51.3,7.2,12.6,26.0,5.5,,,,,0
K-8,84,50.45,12.3,7.6,4.2,0.0,0.5,,,,,0
Elementary,84,48.79,39.3,8.6,3.7,27.0,0.0,,,,,0
Elementary,84,46.47,13.9,3.8,9.4,0.7,0.0,,,,,0
High School,84,2.87,67.0,11.6,16.1,39.3,0.0,,,,,0
K-8,84,31.82,49.5,9.7,10.0,27.5,2.3,,,,,0
K-8,84,29.65,29.5,10.2,4.9,14.4,0.0,,,,,0
Elementary,84,55.22,44.6,10.1,12.1,22.4,0.0,,,,,0
K-8,84,55.63,49.1,9.7,9.3,27.8,2.3,,,,,0
Elementary,84,46.43,76.3,14.8,17.1,42.9,1.5,,,,,0
Elementary,84,54.36,59.0,9.5,11.6,35.6,2.3,,,,,0
K-8,84,58.84,35.7,12.9,7.0,15.0,0.8,,,,,0
Elementary,84,53.09,23.1,8.3,12.1,2.7,0.0,,,,,0
High School,84,2.67,57.1,10.8,11.3,35.0,0.0,,,,,0
Elementary,84,47.57,29.3,10.9,18.4,0.0,0.0,,,,,0
Elementary,84,57.08,15.3,9.0,5.4,0.9,0.0,,,,,0
High School,84,2.92,55.6,11.6,14.5,26.5,3.0,,,,,0
Middle,84,3.0,34.8,10.4,3.3,20.3,0.8,,,,,0
K-8,84,52.92,71.4,13.2,14.9,39.0,4.3,,,,,0
Elementary,84,59.65,44.5,11.9,9.1,23.5,0.0,,,,,0
K-8,84,46.54,35.1,7.0,2.4,24.9,0.8,,,,,0
K-8,84,52.22,53.5,11.2,16.5,25.8,0.0,,,,,0
Elementary,84,49.34,33.9,9.5,5.7,17.9,0.8,,,,,0
Elementary,84,56.67,43.7,7.3,6.8,26.6,3.0,,,,,0
